comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
15986.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1464221.0,Investigate effort required to make the window modal Payment Request dialog usable,investigate effort required to make the window modal payment request dialog usable,1.0,M
50211.0,1496772.0,[meta] Search @ keyword/alias/shortcut improvements, meta  search   keyword alias shortcut improvements,1502920.0,Add search shortcuts for bookmarks and open tabs,add search shortcuts for bookmarks and open tabs,1.0,M
48870.0,1355909.0,Switching between tabs should use the photon animation design,switching between tabs should use the photon animation design,1355912.0,[ux] Implement new design for switching tabs, ux  implement new design for switching tabs,1.0,M
43474.0,1458007.0,[meta] Allow multiselect operations on tabs, meta  allow multiselect operations on tabs,1474938.0,Enable the multiselect tabs feature by default for release and beta builds,enable the multiselect tabs feature by default for release and beta builds,1.0,M
41743.0,1498553.0,Improve triggering principals used in the URL bar code,improve triggering principals used in the url bar code,1498181.0,Set up initial methods for handling result selection in the new address bar architecture.,set up initial methods for handling result selection in the new address bar architecture ,1.0,M
24329.0,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,1481597.0,Update fillSearchTopSiteTerm to use keyword awesomebar api,update fillsearchtopsiteterm to use keyword awesomebar api,1.0,M
49552.0,1535001.0,[META] CFR, meta  cfr,1535736.0,[META] CFR Remote Messages, meta  cfr remote messages,1.0,M
45484.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1486931.0,Fix CFR admin page CFR and add preview method,fix cfr admin page cfr and add preview method,1.0,M
54025.0,1493606.0,[meta] Reduce useless about:blank document creation, meta  reduce useless about blank document creation,1471327.0,Stop touching `content` in browser/base/content/content.js,stop touching  content  in browser base content content js,1.0,M
56776.0,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,1461921.0,Block storage access for third-parties on the tracking protection list,block storage access for third parties on the tracking protection list,1.0,M
10127.0,1457572.0,[META] Build Process, meta  build process,1459772.0,pre-render locales in mc using node script,pre render locales in mc using node script,1.0,M
26828.0,1425941.0,[tracking] Add UI language selection preference, tracking  add ui language selection preference,1469688.0,Allow reordering the precedence of installed language packs,allow reordering the precedence of installed language packs,1.0,M
5244.0,1541914.0,[META] CFR FxA Bookmark Panel Message Fx 68, meta  cfr fxa bookmark panel message fx 68,1543123.0,Match message style with spec,match message style with spec,1.0,M
1674.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1533170.0,Referrer should come from somewhere instead of hardcoded,referrer should come from somewhere instead of hardcoded,1.0,M
46638.0,1513279.0,[META] Snippets, meta  snippets,1509491.0,Don't load legacy snippets when using ASR snippets preview,don t load legacy snippets when using asr snippets preview,1.0,M
16848.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1572551.0,"""Recommended Extension"" icon doesn't have hovering tooltip", recommended extension  icon doesn t have hovering tooltip,1.0,M
4415.0,1436111.0,Ship system add-ons with Normandy,ship system add ons with normandy,1440777.0,Add support for local actions and implement console-log as a local action,add support for local actions and implement console log as a local action,1.0,M
10461.0,1458007.0,[meta] Allow multiselect operations on tabs, meta  allow multiselect operations on tabs,1488904.0,Enable multiselect tabs feature on early beta builds,enable multiselect tabs feature on early beta builds,1.0,M
52797.0,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,1370930.0,DirectoryLinksProvider is started too early during startup,directorylinksprovider is started too early during startup,1.0,M
37201.0,1359929.0,Disable animations entirely on really low-speced hardware?,disable animations entirely on really low speced hardware ,1357349.0,Add a checkbox to set UI animations,add a checkbox to set ui animations,1.0,M
56362.0,1553937.0,[META] Performance Tweaks, meta  performance tweaks,1550102.0,Fetch and load DS feed data from intersection or idle events,fetch and load ds feed data from intersection or idle events,1.0,M
45716.0,1513279.0,[META] Snippets, meta  snippets,1483968.0,Add snippets targeting if user has clicked any Pocket-related links on AS page,add snippets targeting if user has clicked any pocket related links on as page,1.0,M
65.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1483040.0,Add snippets targeting for total URIs count,add snippets targeting for total uris count,1.0,M
19822.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1366041.0,"Add ""Take Screenshot"" button to Page Action Menu",add  take screenshot  button to page action menu,1.0,M
24211.0,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,1482568.0,Add telemetry for adding search engines,add telemetry for adding search engines,1.0,M
48880.0,1445083.0,[META] Reporting, meta  reporting,1446142.0,"ensure we're set up to include Activity Stream ""secret DSN"" in public AS source code",ensure we re set up to include activity stream  secret dsn  in public as source code,1.0,M
41249.0,1363771.0,[meta] Photon - Eliminate or greatly reduce pauses that can occur randomly in front-end code, meta  photon   eliminate or greatly reduce pauses that can occur randomly in front end code,1365970.0,Move sessionrestore data collector timer in the content process to idle dispatch,move sessionrestore data collector timer in the content process to idle dispatch,1.0,M
41067.0,1481546.0,[meta] Let the Windows launcher process ride the trains, meta  let the windows launcher process ride the trains,1460433.0,Implement failure logging for bootstrap process,implement failure logging for bootstrap process,1.0,M
17830.0,1432586.0,[META] Weighted Highlights, meta  weighted highlights,1433232.0,Add videos (watched / watch later) to Highlights,add videos  watched   watch later  to highlights,1.0,M
44178.0,1461248.0,Only load ContextMenu.jsm when a contextmenu event occurs,only load contextmenu jsm when a contextmenu event occurs,1457988.0,XPCOMUtils.defineLazyProxy (was: lazy listeners for the content process),xpcomutils definelazyproxy  was  lazy listeners for the content process ,1.0,M
48842.0,1569303.0,[meta] Extended First Run Triplets, meta  extended first run triplets,1560065.0,Show trailhead page-top cards after return to AMO modal or FXA overlay,show trailhead page top cards after return to amo modal or fxa overlay,1.0,M
13449.0,1432657.0,Add pocket card type to highlight types,add pocket card type to highlight types,1438658.0,Allow pktApi.jsm to archive an item,allow pktapi jsm to archive an item,1.0,M
43958.0,1524948.0,Introduce Session Groups to allow to manage multiple sessions at the same time,introduce session groups to allow to manage multiple sessions at the same time,1298912.0,Multiple snapshot: Perform periodic session backup and let the user restore a particular backup,multiple snapshot  perform periodic session backup and let the user restore a particular backup,1.0,M
19830.0,1505898.0,[meta] Fission for the front-end, meta  fission for the front end,1533951.0,[Fission] Make network error pages work with Fission, fission  make network error pages work with fission,1.0,M
45527.0,1549805.0,[meta] Protection Report, meta  protection report,1571017.0,[Protection Report] When in Standard 'Tracking Content' should not be shown on the graph., protection report  when in standard  tracking content  should not be shown on the graph ,1.0,M
47251.0,1355326.0,Restyle history sidebar to match Photon spec,restyle history sidebar to match photon spec,1367242.0,[Photon] Implement new styling for header and search box of bookmarks/history sidebar., photon  implement new styling for header and search box of bookmarks history sidebar ,1.0,M
46140.0,1485422.0,Add rating stars to CFR,add rating stars to cfr,1486779.0,Update doorhanger to reflect new designs,update doorhanger to reflect new designs,1.0,M
50517.0,1486917.0,[meta] Capstone project: convert more parts of the browser to use Fluent, meta  capstone project  convert more parts of the browser to use fluent,1491676.0,Move strings from preferences.properties to Fluent,move strings from preferences properties to fluent,1.0,M
54507.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410882.0,"Add automated test for ""Top Sites - Context menu - User tiles - Open in a New Window""",add automated test for  top sites   context menu   user tiles   open in a new window ,1.0,M
53617.0,1039490.0,Get rid of on the main thread IO from GMPInstallManager when updates are being installed,get rid of on the main thread io from gmpinstallmanager when updates are being installed,1040060.0,Move GMPInstallManager front end code from delayed-startup+delay to final-ui-startup+delay,move gmpinstallmanager front end code from delayed startup delay to final ui startup delay,1.0,M
19948.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410391.0,"Add automated test for ""Top Stories - Context menu - Remove Bookmark""",add automated test for  top stories   context menu   remove bookmark ,1.0,M
51436.0,1549805.0,[meta] Protection Report, meta  protection report,1567300.0,Protection report should get a chromeUI icon in the identity block,protection report should get a chromeui icon in the identity block,1.0,M
29643.0,1419383.0,[meta] Add automated tests for Bookmarks functionality, meta  add automated tests for bookmarks functionality,1427701.0,"Add automated test for ""Tags can be added to bookmarks using the star-shaped button""",add automated test for  tags can be added to bookmarks using the star shaped button ,1.0,M
30228.0,1539700.0,[meta] Special FxA Snippet on New Tab, meta  special fxa snippet on new tab,1545487.0,"Remove browser migration (import bookmarks, history, etc) message from Activity Stream",remove browser migration  import bookmarks  history  etc  message from activity stream,1.0,M
54023.0,1455684.0,Have highlight card actions respect highlights options,have highlight card actions respect highlights options,1432595.0,Add section in prefs to turn off parts of Highlights,add section in prefs to turn off parts of highlights,1.0,M
39564.0,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,1480503.0,Create API for setting text (keyword) in and focusing on the awesomebar,create api for setting text  keyword  in and focusing on the awesomebar,1.0,M
23918.0,1565029.0,[Meta] Card Component Improvements in 70, meta  card component improvements in 70,1569573.0,"Pocket New Tab should display ""Save to Pocket"" for Hero and List components",pocket new tab should display  save to pocket  for hero and list components,1.0,M
45234.0,1457425.0,[meta] Frontend work for block autoplay, meta  frontend work for block autoplay,1476555.0,No notification to the user if autoplay is configured to permanently block,no notification to the user if autoplay is configured to permanently block,1.0,M
6590.0,1433177.0,[Meta] New bookmark sync, meta  new bookmark sync,1482608.0,Ship a Rust bookmark merger on Desktop,ship a rust bookmark merger on desktop,1.0,M
10159.0,1521490.0,Enable tests for QuantumBar that fail when run alongside other tests,enable tests for quantumbar that fail when run alongside other tests,1514164.0,Identify tests failing with the Quantum Bar,identify tests failing with the quantum bar,1.0,M
48268.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1564520.0,Research responsive base grid,research responsive base grid,1.0,M
12829.0,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,1369443.0,WebContentConverter.js is loaded too early during startup,webcontentconverter js is loaded too early during startup,1.0,M
17652.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1552932.0,[Top Sites] Focus and Hover UX updates, top sites  focus and hover ux updates,1.0,M
35734.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1550102.0,Fetch and load DS feed data from intersection or idle events,fetch and load ds feed data from intersection or idle events,1.0,M
13378.0,1352695.0,[meta] Update the hamburger panel for Photon, meta  update the hamburger panel for photon,1354078.0,Update toolbar context menu strings and functionality (based on a pref) to move items to/from overflow panel instead of hamburger panel,update toolbar context menu strings and functionality  based on a pref  to move items to from overflow panel instead of hamburger panel,1.0,M
2972.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410389.0,"Add automated test for ""Top Stories - Context menu - Bookmark""",add automated test for  top stories   context menu   bookmark ,1.0,M
2389.0,1512725.0,[META] Pocket + New Tab MVP 66/67, meta  pocket   new tab mvp 66 67,1514022.0,Create a card section component for Activity Stream experiment functionality,create a card section component for activity stream experiment functionality,1.0,M
51956.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1567983.0,Editorial collection component or modifications to existing components,editorial collection component or modifications to existing components,1.0,M
28405.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1492085.0,Add ASR Snippets Fxa Template,add asr snippets fxa template,1.0,M
48923.0,1363750.0,[meta] Photon - Improve perceived UI performance in Firefox, meta  photon   improve perceived ui performance in firefox,1363772.0,[meta] Photon - Speculatively open network connections as soon as possible when we know the intended site destination., meta  photon   speculatively open network connections as soon as possible when we know the intended site destination ,1.0,M
18394.0,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,1387009.0,Remove deprecated tabbrowser methods and properties,remove deprecated tabbrowser methods and properties,1.0,M
43507.0,1458007.0,[meta] Allow multiselect operations on tabs, meta  allow multiselect operations on tabs,1470555.0,Implement ability to send a selection of tabs,implement ability to send a selection of tabs,1.0,M
25271.0,1361283.0,[meta] Implement new Automigration UI, meta  implement new automigration ui,1357497.0,Autoimport Redesign Based off of usertesting.com results,autoimport redesign based off of usertesting com results,1.0,M
42337.0,1363755.0,[meta] Photon - Tab interactions should be immediate, meta  photon   tab interactions should be immediate,1359991.0,2.61ms uninterruptible reflow at onxblmousedown@chrome://browser/content/tabbrowser.xml:7392:11,2 61ms uninterruptible reflow at onxblmousedown chrome   browser content tabbrowser xml 7392 11,1.0,M
5300.0,1445083.0,[META] Reporting, meta  reporting,1438311.0,Reevaluate whether AS_ENABLED ping is desired,reevaluate whether as enabled ping is desired,1.0,M
7470.0,1536844.0,[META] Pocket + New Tab 68, meta  pocket   new tab 68,1538019.0,"Add non resized ""raw"" image urls to feeds",add non resized  raw  image urls to feeds,1.0,M
7306.0,1354146.0,Allow keyboard navigation using accesskeys in panelmultiview subviews,allow keyboard navigation using accesskeys in panelmultiview subviews,1418973.0,[meta] Improve keyboard accessibility of the toolbar and its buttons, meta  improve keyboard accessibility of the toolbar and its buttons,3.0,M
19207.0,106077.0,Mac OS implementation of new RDF datasource interface,mac os implementation of new rdf datasource interface,106074.0,Helper App Management,helper app management,3.0,M
40429.0,1456496.0,dark theme for onboarding snippets,dark theme for onboarding snippets,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,3.0,M
25864.0,1412245.0,Replace --tab-toolbar-navbar-overlap variable with preprocessor directive,replace   tab toolbar navbar overlap variable with preprocessor directive,1355767.0,[meta] Photon tab strip, meta  photon tab strip,3.0,M
47685.0,1450865.0,Sign snippet content and verify in the browser prior to loading,sign snippet content and verify in the browser prior to loading,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3.0,M
17507.0,1567272.0,Turn on DS for en-CA,turn on ds for en ca,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3.0,M
2877.0,1381853.0,Most scripts loaded in browser.xul could be loaded lazily,most scripts loaded in browser xul could be loaded lazily,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,3.0,M
5265.0,1442157.0,"Add automated test for "" The removal of a bookmark can be undone""",add automated test for   the removal of a bookmark can be undone ,1419383.0,[meta] Add automated tests for Bookmarks functionality, meta  add automated tests for bookmarks functionality,3.0,M
22345.0,1385952.0,Stop loading Preferences.jsm module before becoming idle,stop loading preferences jsm module before becoming idle,1385954.0,Consider removing Preferences.jsm,consider removing preferences jsm,3.0,M
15086.0,1522565.0,Create a sub-panel for cryptominers and fingerprinters,create a sub panel for cryptominers and fingerprinters,1525856.0,Enable commented out tests for exceptions in browser_trackingUI_fingerprinters.js and browser_trackingUI_cryptominers.js,enable commented out tests for exceptions in browser trackingui fingerprinters js and browser trackingui cryptominers js,3.0,M
19152.0,1500604.0,Consider disabling toolbar/toolbox UI while the Payment Request dialog is showing,consider disabling toolbar toolbox ui while the payment request dialog is showing,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,3.0,M
35188.0,1444501.0,"Add data sources Topsites, Highlights to about:library",add data sources topsites  highlights to about library,1444483.0,[META] Library View, meta  library view,3.0,M
21482.0,1365421.0,Move bookmarks menu button out of the nav bar (replace with library button) and remove the star portion of the button,move bookmarks menu button out of the nav bar  replace with library button  and remove the star portion of the button,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3.0,M
42395.0,1432674.0,Message frequency / rotation module,message frequency   rotation module,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3.0,M
50707.0,1532353.0,Extension theme support for Discovery Stream,extension theme support for discovery stream,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3.0,M
16982.0,1382179.0,[pocket website/service issue] Update pocket list intro text and icon on their website, pocket website service issue  update pocket list intro text and icon on their website,1352110.0,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List", meta  create a library button to show recent bookmarks  recent downloads  history  synced tabs  screenshots  and pocket list,3.0,M
42502.0,1472212.0,Set browser.tabs.remote.separatePrivilegedContentProcess to true by default in Nightly,set browser tabs remote separateprivilegedcontentprocess to true by default in nightly,1477412.0,Remove infrastructure for making preloaded browser use pre-existing content process,remove infrastructure for making preloaded browser use pre existing content process,3.0,M
1046.0,1432743.0,Move cookie settings to the Site Data section,move cookie settings to the site data section,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,3.0,M
22503.0,1433214.0,Add ping centre / telemetry probes for user events in AS router templates,add ping centre   telemetry probes for user events in as router templates,1457192.0,"Add AS Router, frecency bonus and bug fixes to Activity Stream",add as router  frecency bonus and bug fixes to activity stream,3.0,M
22914.0,1450784.0,Add a new error page for MOZILLA_PKIX_ERROR_MITM_DETECTED,add a new error page for mozilla pkix error mitm detected,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,3.0,M
31869.0,1375309.0,Update Photon download toolbar icon progressbar to fill horizontally,update photon download toolbar icon progressbar to fill horizontally,1387530.0,Remove MOZ_PHOTON_ANIMATION ifdefs and non-MOZ_PHOTON_ANIMATION code in download button & animations,remove moz photon animation ifdefs and non moz photon animation code in download button   animations,3.0,M
28691.0,1360874.0,Self-support should wait for an idle callback before delayed initialization,self support should wait for an idle callback before delayed initialization,1354723.0,Understand what scripts in the browser front-end are run on timeouts and intervals,understand what scripts in the browser front end are run on timeouts and intervals,3.0,M
9685.0,1351941.0,[meta] Add Telemetry for First-Run Experience, meta  add telemetry for first run experience,1349422.0,[meta] Photon - Improvements to First-Run Experience, meta  photon   improvements to first run experience,3.0,M
17081.0,1446395.0,Assign context menus in Highlights on a per card type basis,assign context menus in highlights on a per card type basis,1433231.0,Add synced tabs to Highlights,add synced tabs to highlights,3.0,M
21603.0,1520987.0,Launcher process: Consider disabling due to failure if we do not see the browser registry key updated in a reasonable amount of time,launcher process  consider disabling due to failure if we do not see the browser registry key updated in a reasonable amount of time,1481546.0,[meta] Let the Windows launcher process ride the trains, meta  let the windows launcher process ride the trains,3.0,M
5925.0,1524386.0,Update descriptions in CFR template schema,update descriptions in cfr template schema,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3.0,M
32516.0,1554739.0,[META] Accessibility Improvements for New Tab, meta  accessibility improvements for new tab,1534999.0,[META] Bugzy Program Meta Bugs, meta  bugzy program meta bugs,3.0,M
28276.0,1480507.0,Add/Edit new Top Search Shortcut,add edit new top search shortcut,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3.0,M
26953.0,1513279.0,[META] Snippets, meta  snippets,1538729.0,[META] Message System Router, meta  message system router,3.0,M
28714.0,1350567.0,"On navigation to another SHEntry, we ought to recollect the previously current SHEntry as well to catch the LayoutHistoryState",on navigation to another shentry  we ought to recollect the previously current shentry as well to catch the layouthistorystate,1350569.0,Avoid full session history collect for DOMTitleChanged/OnHistoryReload,avoid full session history collect for domtitlechanged onhistoryreload,3.0,M
48452.0,1477790.0,Add the ability for firefox.exe to use the launcher process by default,add the ability for firefox exe to use the launcher process by default,1481546.0,[meta] Let the Windows launcher process ride the trains, meta  let the windows launcher process ride the trains,3.0,M
10904.0,1529654.0,Label Cryptomining and Fingerprinting as Experimental in about:preferences,label cryptomining and fingerprinting as experimental in about preferences,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,3.0,M
39445.0,1500489.0,Translate fallback string in ASR Snippets,translate fallback string in asr snippets,1513279.0,[META] Snippets, meta  snippets,3.0,M
32165.0,1355919.0,Scrolling tabs should use the new photon animation design,scrolling tabs should use the new photon animation design,1352117.0,[meta] Various tab animations, meta  various tab animations,3.0,M
8354.0,1386831.0,"the ""Pocket"" menu entry in the library should expand to a list of recent entries",the  pocket  menu entry in the library should expand to a list of recent entries,1352110.0,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List", meta  create a library button to show recent bookmarks  recent downloads  history  synced tabs  screenshots  and pocket list,3.0,M
55614.0,1444500.0,Add an about:library page Firefox,add an about library page firefox,1444483.0,[META] Library View, meta  library view,3.0,M
1279.0,1492475.0,Dont block async init of nsSearchService on region fetch,dont block async init of nssearchservice on region fetch,1517484.0,[meta] [meta-EPIC] Search Service powered by WebExtensions, meta   meta epic  search service powered by webextensions,3.0,M
56184.0,572207.0,Need RTL versions of WiX dialogs,need rtl versions of wix dialogs,543390.0,MSI Installer should have a real UI,msi installer should have a real ui,3.0,M
10664.0,1354141.0,Allow for panelmultiview subviews to be multiple levels deep,allow for panelmultiview subviews to be multiple levels deep,1363756.0,"Remove work-around for delayed, 'jumping' panel resizing issue",remove work around for delayed   jumping  panel resizing issue,3.0,M
40315.0,1399699.0,"Remove redundant colon signs in cookies.dtd, siteDataSettings.dtd, translation.dtd",remove redundant colon signs in cookies dtd  sitedatasettings dtd  translation dtd,1357306.0,[meta] Preferences visual refresh, meta  preferences visual refresh,3.0,M
40155.0,1431027.0,Disk space warning shows incorrect preferences path,disk space warning shows incorrect preferences path,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,3.0,M
43734.0,1499743.0,"Remove the typed restriction character, change the url and search ones",remove the typed restriction character  change the url and search ones,1386548.0,[meta] Improve restriction characters in the Location Bar, meta  improve restriction characters in the location bar,3.0,M
37485.0,1394462.0,Update illustration and copy for error: server not found,update illustration and copy for error  server not found,1351268.0,[meta] Photon - Update product messaging with the appropriate tone, meta  photon   update product messaging with the appropriate tone,3.0,M
46837.0,1361286.0,support in-page messages for Automigration module,support in page messages for automigration module,1361283.0,[meta] Implement new Automigration UI, meta  implement new automigration ui,3.0,M
202.0,1480508.0,Add Top Site Search Shortcuts automatically for new and existing users,add top site search shortcuts automatically for new and existing users,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3.0,M
6773.0,1356532.0,Try avoiding layout flushes in autocomplete::_handleOverflow,try avoiding layout flushes in autocomplete   handleoverflow,1353725.0,[meta] displaying the awesomebar panel could be smoother, meta  displaying the awesomebar panel could be smoother,3.0,M
20094.0,1575108.0,Update DSCard  component to use cta_variant string values from layout endpoint,update dscard  component to use cta variant string values from layout endpoint,1565029.0,[Meta] Card Component Improvements in 70, meta  card component improvements in 70,3.0,M
29253.0,1361294.0,"show ""import from other browser"" link on Activity Stream",show  import from other browser  link on activity stream,1374560.0,[UX] Manual-migration UX Spec, ux  manual migration ux spec,3.0,M
399.0,1516329.0,[meta] Sync full history from all devices, meta  sync full history from all devices,1531224.0,History should show which devices accessed each URL.,history should show which devices accessed each url ,3.0,M
45459.0,1522522.0,"Show ""Switch to tab:"" and ""Extension:"" labels in the quantumbar input",show  switch to tab   and  extension   labels in the quantumbar input,1512653.0,Show the alternative text on a match hover/selection,show the alternative text on a match hover selection,3.0,M
13184.0,1482654.0,1.43ms uninterruptible reflow at onxblunderflow@chrome://browser/content/tabbrowser.xml:47:11,1 43ms uninterruptible reflow at onxblunderflow chrome   browser content tabbrowser xml 47 11,1348289.0,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage), meta  photon   improve perceived ui performance in firefox  bugs for triage ,3.0,M
48730.0,1410373.0,"Add automated test for ""Top Sites - Edit menu - Dismiss item""",add automated test for  top sites   edit menu   dismiss item ,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,3.0,M
34057.0,106076.0,Win32 implementation of new RDF datasource interface,win32 implementation of new rdf datasource interface,106074.0,Helper App Management,helper app management,3.0,M
35380.0,1445085.0,[META] Thumbnails, meta  thumbnails,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,3.0,M
13101.0,1371834.0,Add new Photon-themed download icon,add new photon themed download icon,1352065.0,[meta] Implement new animation for downloading, meta  implement new animation for downloading,3.0,M
49706.0,1429889.0,[meta] installer ping changes, meta  installer ping changes,1375508.0,Investigate why the stub installer installs non current release versions of Firefox,investigate why the stub installer installs non current release versions of firefox,3.0,M
27546.0,1355331.0,Create an option to move sidebar between the left and right sides of the window,create an option to move sidebar between the left and right sides of the window,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3.0,M
52574.0,1567271.0,Sponsored collection component or modifications to existing components,sponsored collection component or modifications to existing components,1567983.0,Editorial collection component or modifications to existing components,editorial collection component or modifications to existing components,3.0,M
18382.0,1462470.0,Update Tracking Protection section in the identity popup,update tracking protection section in the identity popup,1462471.0,Link to permission preferences from the identity popup permissions section,link to permission preferences from the identity popup permissions section,3.0,M
51733.0,1355533.0,Try to avoid loading AboutPocket.jsm in the content process at startup,try to avoid loading aboutpocket jsm in the content process at startup,1350472.0,[meta] Reduce the number of jsms loaded in content processes, meta  reduce the number of jsms loaded in content processes,3.0,M
6458.0,1355020.0,Include update and other 'notification' UI on hamburger panel in new Photon hamburger panel,include update and other  notification  ui on hamburger panel in new photon hamburger panel,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3.0,M
51964.0,1433232.0,Add videos (watched / watch later) to Highlights,add videos  watched   watch later  to highlights,1432586.0,[META] Weighted Highlights, meta  weighted highlights,3.0,M
37675.0,1473772.0,Use Fluent for the PaymentRequest dialog,use fluent for the paymentrequest dialog,1446164.0,Use Fluent in autofill edit dialogs so they can be localized when used in the unprivileged PaymentRequest dialog,use fluent in autofill edit dialogs so they can be localized when used in the unprivileged paymentrequest dialog,3.0,M
37082.0,1471351.0,Create page visit trigger for CFR experiment,create page visit trigger for cfr experiment,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3.0,M
41366.0,1385944.0,Support wider layout to load more than 6 top sites or 3 stories / highlights,support wider layout to load more than 6 top sites or 3 stories   highlights,1437659.0,[META] Reduce Backlog, meta  reduce backlog,3.0,M
5439.0,1459687.0,move SCSS files for exporting so they can be built by node in-tree,move scss files for exporting so they can be built by node in tree,1457572.0,[META] Build Process, meta  build process,3.0,M
42878.0,1378171.0,Test which JS modules and components are loaded during content process startup,test which js modules and components are loaded during content process startup,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,3.0,M
47415.0,1480099.0,Implment required telemetry for CFR metrics in AS Router,implment required telemetry for cfr metrics in as router,1487538.0,"Add localized doorhanger, frecency targeting and bug fixes to Activity Stream",add localized doorhanger  frecency targeting and bug fixes to activity stream,3.0,M
31773.0,1516329.0,[meta] Sync full history from all devices, meta  sync full history from all devices,1269548.0,[meta] Sync more things, meta  sync more things,3.0,M
12986.0,1552005.0,Make the Top Sites list accessible,make the top sites list accessible,1554739.0,[META] Accessibility Improvements for New Tab, meta  accessibility improvements for new tab,3.0,M
47566.0,1502361.0,Remove Content Blocking toggle from about:privatebrowsing,remove content blocking toggle from about privatebrowsing,1501978.0,Remove the browser.contentblocking.enabled pref,remove the browser contentblocking enabled pref,3.0,M
47780.0,1483065.0,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,add ut events for search edit add and search edit delete,1482568.0,Add telemetry for adding search engines,add telemetry for adding search engines,3.0,M
39932.0,1488635.0,Add a test with the cookie permission for the image cache case,add a test with the cookie permission for the image cache case,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,3.0,M
32499.0,1488933.0,Link to the new content blocking onboarding from about:privatebrowsing when the CB UI is enabled,link to the new content blocking onboarding from about privatebrowsing when the cb ui is enabled,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,3.0,M
15895.0,1457233.0,Allow AS router message content to include subset of HTML,allow as router message content to include subset of html,1467858.0,"Add site thumbnail, router html and bug fixes to Activity Stream",add site thumbnail  router html and bug fixes to activity stream,3.0,M
31634.0,1437494.0,Add 2 more Default Top Sites in wide view,add 2 more default top sites in wide view,1385944.0,Support wider layout to load more than 6 top sites or 3 stories / highlights,support wider layout to load more than 6 top sites or 3 stories   highlights,3.0,M
