comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
46651.0,1530395.0,Port bug 377496 to QuantumBar: 'Authentication Required' dialogue being application modal produces a vector for attack,port bug 377496 to quantumbar   authentication required  dialogue being application modal produces a vector for attack,1477942.0,[meta] A modular re-implementation of the Awesomebar results list, meta  a modular re implementation of the awesomebar results list,3,M
21603.0,1520987.0,Launcher process: Consider disabling due to failure if we do not see the browser registry key updated in a reasonable amount of time,launcher process  consider disabling due to failure if we do not see the browser registry key updated in a reasonable amount of time,1481546.0,[meta] Let the Windows launcher process ride the trains, meta  let the windows launcher process ride the trains,3,M
25734.0,648683.0,Expose tabs on-demand preference,expose tabs on demand preference,704000.0,"Restore max_concurrent_tabs preference OR change default hard-coded value of ""3""",restore max concurrent tabs preference or change default hard coded value of  3 ,3,M
40315.0,1399699.0,"Remove redundant colon signs in cookies.dtd, siteDataSettings.dtd, translation.dtd",remove redundant colon signs in cookies dtd  sitedatasettings dtd  translation dtd,1357306.0,[meta] Preferences visual refresh, meta  preferences visual refresh,3,M
37713.0,1531854.0,Don't create the hidden window on a normal browsing session,don t create the hidden window on a normal browsing session,1527219.0,[meta] Hidden Window clean-up, meta  hidden window clean up,3,M
3177.0,1459770.0,cleanup/land bundling AS in mc using webpack,cleanup land bundling as in mc using webpack,1457572.0,[META] Build Process, meta  build process,3,M
25033.0,1567247.0,Support reflecting specific Firefox prefs to the installer,support reflecting specific firefox prefs to the installer,1547945.0,[meta] Pin Firefox shortcut on taskbar for existing Windows 10 users, meta  pin firefox shortcut on taskbar for existing windows 10 users,3,M
56550.0,1354155.0,Create Library button and corresponding panel,create library button and corresponding panel,1365421.0,Move bookmarks menu button out of the nav bar (replace with library button) and remove the star portion of the button,move bookmarks menu button out of the nav bar  replace with library button  and remove the star portion of the button,3,M
22345.0,1385952.0,Stop loading Preferences.jsm module before becoming idle,stop loading preferences jsm module before becoming idle,1385954.0,Consider removing Preferences.jsm,consider removing preferences jsm,3,M
33312.0,1365133.0,Updated Preferences re-org according to proposal from May 11th,updated preferences re org according to proposal from may 11th,1370801.0,Add Shield Opt-out Preference,add shield opt out preference,3,M
47944.0,1376098.0,[hamburger panel] Remove Page Setup menu item, hamburger panel  remove page setup menu item,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3,M
23123.0,1536089.0,[META] CFR Pinned Tabs Improvements Fx 68, meta  cfr pinned tabs improvements fx 68,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,3,M
2877.0,1381853.0,Most scripts loaded in browser.xul could be loaded lazily,most scripts loaded in browser xul could be loaded lazily,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,3,M
34790.0,1397447.0,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",automatically hide show the downloads button by default  providing an option to have it permanently visible,1371765.0,Only show the downloads button when necessary,only show the downloads button when necessary,3,M
37112.0,1356269.0,[meta] Photon - Preference, meta  photon   preference,1346488.0,[meta] Photon UI Refresh, meta  photon ui refresh,3,M
5104.0,1507624.0,Update outline to match the address bar,update outline to match the address bar,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,3,M
18552.0,1565043.0,Text Promo Unit Frontend,text promo unit frontend,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3,M
44247.0,1457233.0,Allow AS router message content to include subset of HTML,allow as router message content to include subset of html,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
15901.0,1414930.0,Remove the contentViewerEdit property from tabbrowser and browser bindings,remove the contentvieweredit property from tabbrowser and browser bindings,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,3,M
34069.0,1502140.0,Land FxA Onboarding Card Strings,land fxa onboarding card strings,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,3,M
51338.0,1432587.0,[META] Perceived Performance, meta  perceived performance,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,3,M
33981.0,1440508.0,"Remove setTabTitleLoading function from tabbrowser, which is marked for removal after 57",remove settabtitleloading function from tabbrowser  which is marked for removal after 57,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,3,M
3079.0,1358293.0,"[ux] error: connection failure copy,  design and illustration update", ux  error  connection failure copy   design and illustration update,1394451.0,Update Illustration for error: connection failure,update illustration for error  connection failure,3,M
12477.0,1352481.0,Search should find matched strings within popups and subdialogs,search should find matched strings within popups and subdialogs,1370491.0,Show arrow indicator in menuitem if search result exists in its corresponding content,show arrow indicator in menuitem if search result exists in its corresponding content,3,M
39445.0,1500489.0,Translate fallback string in ASR Snippets,translate fallback string in asr snippets,1513279.0,[META] Snippets, meta  snippets,3,M
10664.0,1354141.0,Allow for panelmultiview subviews to be multiple levels deep,allow for panelmultiview subviews to be multiple levels deep,1363756.0,"Remove work-around for delayed, 'jumping' panel resizing issue",remove work around for delayed   jumping  panel resizing issue,3,M
173.0,1357285.0,[meta] Preferences search, meta  preferences search,1356269.0,[meta] Photon - Preference, meta  photon   preference,3,M
5439.0,1459687.0,move SCSS files for exporting so they can be built by node in-tree,move scss files for exporting so they can be built by node in tree,1457572.0,[META] Build Process, meta  build process,3,M
31283.0,1543442.0,Update styles for more general collapsible sections,update styles for more general collapsible sections,1542866.0,[meta] Add server-controllable collapsible sections to Discovery Stream - TBD, meta  add server controllable collapsible sections to discovery stream   tbd,3,M
40426.0,1485423.0,Add API calls for CFR addon recommendations,add api calls for cfr addon recommendations,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3,M
45238.0,1544022.0,Adjust prerendering to work with Discovery Stream,adjust prerendering to work with discovery stream,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3,M
118.0,1487783.0,Create a basic directory & format for the new components of the address bar rewrite,create a basic directory   format for the new components of the address bar rewrite,1487125.0,Write basic Query Context and Address Bar Controller classes,write basic query context and address bar controller classes,3,M
30615.0,1423137.0,"Add automated test for ""Bookmarks can be removed from the Library""",add automated test for  bookmarks can be removed from the library ,1433901.0,"Add automated test for ""Bookmarks can be removed from the Bookmarks Toolbar and from the Library""",add automated test for  bookmarks can be removed from the bookmarks toolbar and from the library ,3,M
12986.0,1552005.0,Make the Top Sites list accessible,make the top sites list accessible,1554739.0,[META] Accessibility Improvements for New Tab, meta  accessibility improvements for new tab,3,M
3675.0,1524329.0,Add disable cache button to devtools,add disable cache button to devtools,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3,M
5925.0,1524386.0,Update descriptions in CFR template schema,update descriptions in cfr template schema,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3,M
32165.0,1355919.0,Scrolling tabs should use the new photon animation design,scrolling tabs should use the new photon animation design,1352117.0,[meta] Various tab animations, meta  various tab animations,3,M
42502.0,1472212.0,Set browser.tabs.remote.separatePrivilegedContentProcess to true by default in Nightly,set browser tabs remote separateprivilegedcontentprocess to true by default in nightly,1477412.0,Remove infrastructure for making preloaded browser use pre-existing content process,remove infrastructure for making preloaded browser use pre existing content process,3,M
48730.0,1410373.0,"Add automated test for ""Top Sites - Edit menu - Dismiss item""",add automated test for  top sites   edit menu   dismiss item ,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,3,M
43734.0,1499743.0,"Remove the typed restriction character, change the url and search ones",remove the typed restriction character  change the url and search ones,1386548.0,[meta] Improve restriction characters in the Location Bar, meta  improve restriction characters in the location bar,3,M
21334.0,1363180.0,Add a share subview/item to the page action menu,add a share subview item to the page action menu,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,3,M
21735.0,1476684.0,"Onboarding shouldn't be affected by snippets, experiment prefs",onboarding shouldn t be affected by snippets  experiment prefs,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3,M
30493.0,1448918.0,Migrate Firefox Desktop's first run experience from a web page to an in-product experience,migrate firefox desktop s first run experience from a web page to an in product experience,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,3,M
15119.0,1545802.0,[META] Trailhead Desktop First Run, meta  trailhead desktop first run,1534999.0,[META] Bugzy Program Meta Bugs, meta  bugzy program meta bugs,3,M
53874.0,1433215.0,Add message center blocklist,add message center blocklist,1457192.0,"Add AS Router, frecency bonus and bug fixes to Activity Stream",add as router  frecency bonus and bug fixes to activity stream,3,M
9685.0,1351941.0,[meta] Add Telemetry for First-Run Experience, meta  add telemetry for first run experience,1349422.0,[meta] Photon - Improvements to First-Run Experience, meta  photon   improvements to first run experience,3,M
9431.0,1560513.0,Handle errors properly in about:certificate,handle errors properly in about certificate,1566129.0,Create tests for bug #1560513,create tests for bug  1560513,3,M
21015.0,1401238.0,"Deprecate Recent Bookmarks, and Pocket List from the Bookmarks Menu.",deprecate recent bookmarks  and pocket list from the bookmarks menu ,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,3,M
18430.0,1431470.0,Expose bookmarks usage data for snippets,expose bookmarks usage data for snippets,1441018.0,"Add snippets data, lazy menus and bug fixes to Activity Stream",add snippets data  lazy menus and bug fixes to activity stream,3,M
48452.0,1477790.0,Add the ability for firefox.exe to use the launcher process by default,add the ability for firefox exe to use the launcher process by default,1481546.0,[meta] Let the Windows launcher process ride the trains, meta  let the windows launcher process ride the trains,3,M
49706.0,1429889.0,[meta] installer ping changes, meta  installer ping changes,1375508.0,Investigate why the stub installer installs non current release versions of Firefox,investigate why the stub installer installs non current release versions of firefox,3,M
32357.0,1558905.0,ad server handle shims for 2 new events,ad server handle shims for 2 new events,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,3,M
26953.0,1513279.0,[META] Snippets, meta  snippets,1538729.0,[META] Message System Router, meta  message system router,3,M
44211.0,1500476.0,Re-implement FX_URLBAR_SELECTED_RESULT_METHOD on the new Quantumbar,re implement fx urlbar selected result method on the new quantumbar,1515079.0,[meta] Re-Implement Telemetry for QuantumBar, meta  re implement telemetry for quantumbar,3,M
40126.0,1516045.0,Disable search hand-off in Release 66,disable search hand off in release 66,1501747.0,[META] Private Browsing with Search, meta  private browsing with search,3,M
34173.0,1433245.0,Affinity-babsed message center targeting,affinity babsed message center targeting,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
22156.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1534999.0,[META] Bugzy Program Meta Bugs, meta  bugzy program meta bugs,3,M
16982.0,1382179.0,[pocket website/service issue] Update pocket list intro text and icon on their website, pocket website service issue  update pocket list intro text and icon on their website,1352110.0,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List", meta  create a library button to show recent bookmarks  recent downloads  history  synced tabs  screenshots  and pocket list,3,M
21482.0,1365421.0,Move bookmarks menu button out of the nav bar (replace with library button) and remove the star portion of the button,move bookmarks menu button out of the nav bar  replace with library button  and remove the star portion of the button,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3,M
8354.0,1386831.0,"the ""Pocket"" menu entry in the library should expand to a list of recent entries",the  pocket  menu entry in the library should expand to a list of recent entries,1352110.0,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List", meta  create a library button to show recent bookmarks  recent downloads  history  synced tabs  screenshots  and pocket list,3,M
28714.0,1350567.0,"On navigation to another SHEntry, we ought to recollect the previously current SHEntry as well to catch the LayoutHistoryState",on navigation to another shentry  we ought to recollect the previously current shentry as well to catch the layouthistorystate,1350569.0,Avoid full session history collect for DOMTitleChanged/OnHistoryReload,avoid full session history collect for domtitlechanged onhistoryreload,3,M
43355.0,1482859.0,Update Simple Snippet Template to block snippet after user action.,update simple snippet template to block snippet after user action ,1500540.0,"[Export] Add end-of-year snippet, contextual-feature-recommender preference and bug fixes to Activity Stream", export  add end of year snippet  contextual feature recommender preference and bug fixes to activity stream,3,M
52960.0,1550720.0,Expose FxA services targeting attributes for messages,expose fxa services targeting attributes for messages,1538729.0,[META] Message System Router, meta  message system router,3,M
44340.0,1561443.0,Move _getErrorMessageFromCode from NetErrorChild.jsm to aboutNetError.js,move  geterrormessagefromcode from neterrorchild jsm to aboutneterror js,1544564.0,[meta] Improve cert error code, meta  improve cert error code,3,M
38200.0,1481895.0,"Refactor SEARCH_SHORTCUTS, getSearchProvider to separate file",refactor search shortcuts  getsearchprovider to separate file,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,3,M
31773.0,1516329.0,[meta] Sync full history from all devices, meta  sync full history from all devices,1269548.0,[meta] Sync more things, meta  sync more things,3,M
52916.0,1505198.0,Make sure the STATE_COOKIES_LOADED state is stored outside of the content blocking log,make sure the state cookies loaded state is stored outside of the content blocking log,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,3,M
31617.0,1535773.0,Allow collapsing of top sites and the rest of Discovery Stream content,allow collapsing of top sites and the rest of discovery stream content,1543442.0,Update styles for more general collapsible sections,update styles for more general collapsible sections,3,M
43205.0,1478569.0,New Action: Show AppMenu,new action  show appmenu,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
20931.0,1452645.0,"Remove ""Open in Sidebar"" feature",remove  open in sidebar  feature,469010.0,"Bookmarks marked as ""load in sidebar"", open in the current tab when opened in the location bar",bookmarks marked as  load in sidebar   open in the current tab when opened in the location bar,3,M
38966.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,3,M
6730.0,1481597.0,Update fillSearchTopSiteTerm to use keyword awesomebar api,update fillsearchtopsiteterm to use keyword awesomebar api,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3,M
15383.0,1433324.0,Remove browser.newtabpage.activity-stream.enabled and browser.newtabpage.activity-stream.aboutHome.enabled prefs,remove browser newtabpage activity stream enabled and browser newtabpage activity stream abouthome enabled prefs,1438367.0,Make about:home and about:newtab use the same nsIAboutModule flags,make about home and about newtab use the same nsiaboutmodule flags,3,M
35188.0,1444501.0,"Add data sources Topsites, Highlights to about:library",add data sources topsites  highlights to about library,1444483.0,[META] Library View, meta  library view,3,M
6367.0,335102.0,make it possible to rename search engine (support search plugin renaming),make it possible to rename search engine  support search plugin renaming ,353056.0,can't overwrite default/shipped search plugins/engines,can t overwrite default shipped search plugins engines,3,M
10098.0,1354706.0,Creating Optimizely Test for Tour Overlay Funnelcake Builds,creating optimizely test for tour overlay funnelcake builds,1354686.0,[meta] Desktop Onboarding Experience - Tour Overlay Funnelcake, meta  desktop onboarding experience   tour overlay funnelcake,3,M
49268.0,1363182.0,"Add a ""send to device"" subview to the page action menu",add a  send to device  subview to the page action menu,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3,M
18468.0,1482568.0,Add telemetry for adding search engines,add telemetry for adding search engines,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3,M
23823.0,1503465.0,Add an async API for retrieving the content blocking log from <xul:browser>,add an async api for retrieving the content blocking log from  xul browser ,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,3,M
6458.0,1355020.0,Include update and other 'notification' UI on hamburger panel in new Photon hamburger panel,include update and other  notification  ui on hamburger panel in new photon hamburger panel,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3,M
42395.0,1432674.0,Message frequency / rotation module,message frequency   rotation module,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
32516.0,1554739.0,[META] Accessibility Improvements for New Tab, meta  accessibility improvements for new tab,1534999.0,[META] Bugzy Program Meta Bugs, meta  bugzy program meta bugs,3,M
45390.0,46407.0,The current URL cannot be querried by another app,the current url cannot be querried by another app,125419.0,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,3,M
38535.0,1363772.0,[meta] Photon - Speculatively open network connections as soon as possible when we know the intended site destination., meta  photon   speculatively open network connections as soon as possible when we know the intended site destination ,1363750.0,[meta] Photon - Improve perceived UI performance in Firefox, meta  photon   improve perceived ui performance in firefox,3,M
22255.0,1432675.0,Land simple snippet template experiment in Firefox,land simple snippet template experiment in firefox,1449792.0,"Add dark theme, thumbnail debounce and bug fixes to Activity Stream",add dark theme  thumbnail debounce and bug fixes to activity stream,3,M
50800.0,1360468.0,[UX] Firefox Privacy Notice redesign, ux  firefox privacy notice redesign,1357665.0,[meta] [UX] Photon First Time experiences UX specs, meta   ux  photon first time experiences ux specs,3,M
515.0,1481677.0,Make in-content search box become fixed when scrolling,make in content search box become fixed when scrolling,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3,M
44786.0,1483040.0,Add snippets targeting for total URIs count,add snippets targeting for total uris count,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
31634.0,1437494.0,Add 2 more Default Top Sites in wide view,add 2 more default top sites in wide view,1385944.0,Support wider layout to load more than 6 top sites or 3 stories / highlights,support wider layout to load more than 6 top sites or 3 stories   highlights,3,M
19343.0,1495979.0,Cookie section in Control Center should only appear when something is actually blocked,cookie section in control center should only appear when something is actually blocked,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,3,M
9841.0,1397447.0,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",automatically hide show the downloads button by default  providing an option to have it permanently visible,1387557.0,Download progressbar should use fatter bar when downloading,download progressbar should use fatter bar when downloading,3,M
10521.0,1354194.0,Make it easy to write synchronous reflow tests for key interactions,make it easy to write synchronous reflow tests for key interactions,1367797.0,Write reflow tests for tab opening and closing when the tab strip is overflowed,write reflow tests for tab opening and closing when the tab strip is overflowed,3,M
837.0,1415014.0,Move mozicon128.png from browser/icons to browser/chrome/icons/default,move mozicon128 png from browser icons to browser chrome icons default,1437478.0,Store a 512*512 Firefox icon on hg.mozilla.org,store a 512 512 firefox icon on hg mozilla org,3,M
41057.0,1433230.0,Add recent downloads to Highlights,add recent downloads to highlights,1432586.0,[META] Weighted Highlights, meta  weighted highlights,3,M
16710.0,1502971.0,Turn on ASR snippets by default,turn on asr snippets by default,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
9546.0,1433244.0,Experimentation of message center campaign variants,experimentation of message center campaign variants,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
42878.0,1378171.0,Test which JS modules and components are loaded during content process startup,test which js modules and components are loaded during content process startup,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,3,M
9309.0,1444980.0,[META] Customization, meta  customization,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,3,M
6882.0,1347543.0,Change Toolbar Icons from PNG to SVG,change toolbar icons from png to svg,1363477.0,"Replace content-contextmenu.svg with back.svg, forward.svg, reload.svg etc.",replace content contextmenu svg with back svg  forward svg  reload svg etc ,3,M
53358.0,342917.0,Reindex full text of bookmarked pages as they are revisited,reindex full text of bookmarked pages as they are revisited,342913.0,[meta] Tracking: Add full-text indexing to bookmark and/or history searches, meta  tracking  add full text indexing to bookmark and or history searches,3,M
31809.0,1362774.0,Don't create about:blank for the initial browser,don t create about blank for the initial browser,1363767.0,[meta] Photon - window interactions should be immediate, meta  photon   window interactions should be immediate,3,M
33419.0,1433252.0,Add potentially shared links to Highlights,add potentially shared links to highlights,1432586.0,[META] Weighted Highlights, meta  weighted highlights,3,M
6356.0,1476055.0,Add telemetry and monitoring for malformed JEXL,add telemetry and monitoring for malformed jexl,1479836.0,"Add recommendation actions, title-cased headers and bug fixes to Activity Stream",add recommendation actions  title cased headers and bug fixes to activity stream,3,M
26917.0,1448918.0,Migrate Firefox Desktop's first run experience from a web page to an in-product experience,migrate firefox desktop s first run experience from a web page to an in product experience,1349422.0,[meta] Photon - Improvements to First-Run Experience, meta  photon   improvements to first run experience,3,M
11636.0,1453613.0,Implement full installer telemetry,implement full installer telemetry,1429889.0,[meta] installer ping changes, meta  installer ping changes,3,M
51414.0,1358503.0,memoize some of the anonid elements in the oneoffs binding,memoize some of the anonid elements in the oneoffs binding,1353725.0,[meta] displaying the awesomebar panel could be smoother, meta  displaying the awesomebar panel could be smoother,3,M
1046.0,1432743.0,Move cookie settings to the Site Data section,move cookie settings to the site data section,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,3,M
7639.0,1535001.0,[META] CFR, meta  cfr,1534999.0,[META] Bugzy Program Meta Bugs, meta  bugzy program meta bugs,3,M
20248.0,1484724.0,Figure out localization strategy for CFR,figure out localization strategy for cfr,1471328.0,[META] CFR Add-ons, meta  cfr add ons,3,M
56429.0,1377163.0,Remove search result from category list,remove search result from category list,1357285.0,[meta] Preferences search, meta  preferences search,3,M
13930.0,1561536.0,Add new message schema and template type for feature callouts,add new message schema and template type for feature callouts,1535001.0,[META] CFR, meta  cfr,3,M
22790.0,1356507.0,The Updates pane should include the current version of Firefox and whether the browser is up-to-date,the updates pane should include the current version of firefox and whether the browser is up to date,1361640.0,"""Restarting..."" label in the app updater needs a throbber", restarting     label in the app updater needs a throbber,3,M
23820.0,1369751.0,Initializing browser-sidebar.js is visible in startup profiles before first paint,initializing browser sidebar js is visible in startup profiles before first paint,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,3,M
44023.0,1449651.0,Apply dark theme style to onboarding overlay and icon,apply dark theme style to onboarding overlay and icon,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,3,M
43082.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1432939.0,Link to Firefox Options/Preferences from the PaymentRequest dialog,link to firefox options preferences from the paymentrequest dialog,3,M
56184.0,572207.0,Need RTL versions of WiX dialogs,need rtl versions of wix dialogs,543390.0,MSI Installer should have a real UI,msi installer should have a real ui,3,M
8310.0,1352695.0,[meta] Update the hamburger panel for Photon, meta  update the hamburger panel for photon,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,3,M
37836.0,1478427.0,Apply the default cookie restrictions to trackers as well as non-visited third-parties,apply the default cookie restrictions to trackers as well as non visited third parties,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,3,M
32380.0,1410422.0,"Add automated test for ""Highlights - Populate""",add automated test for  highlights   populate ,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,3,M
25864.0,1412245.0,Replace --tab-toolbar-navbar-overlap variable with preprocessor directive,replace   tab toolbar navbar overlap variable with preprocessor directive,1355767.0,[meta] Photon tab strip, meta  photon tab strip,3,M
10657.0,1483056.0,Add snippets targeting for y/n updates enabled,add snippets targeting for y n updates enabled,1484328.0,"Add router targeting, router actions and bug fixes to Activity Stream",add router targeting  router actions and bug fixes to activity stream,3,M
38443.0,1481605.0,Update designs for Top Site Search Shortcut tiles,update designs for top site search shortcut tiles,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3,M
27546.0,1355331.0,Create an option to move sidebar between the left and right sides of the window,create an option to move sidebar between the left and right sides of the window,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3,M
2170.0,1452645.0,"Remove ""Open in Sidebar"" feature",remove  open in sidebar  feature,1374799.0,Sidebar switcher menu should list bookmarks that are flagged to open in the sidebar,sidebar switcher menu should list bookmarks that are flagged to open in the sidebar,3,M
46837.0,1361286.0,support in-page messages for Automigration module,support in page messages for automigration module,1361283.0,[meta] Implement new Automigration UI, meta  implement new automigration ui,3,M
24647.0,1352069.0,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),introduce a pref that allows for disabling animations  toolkit cosmeticanimations enabled ,1362128.0,Support querying `toolkit.cosmeticAnimations.enabled` from CSS,support querying  toolkit cosmeticanimations enabled  from css,3,M
25906.0,1433231.0,Add synced tabs to Highlights,add synced tabs to highlights,1459288.0,[META] Better Highlights, meta  better highlights,3,M
12501.0,1040060.0,Move GMPInstallManager front end code from delayed-startup+delay to final-ui-startup+delay,move gmpinstallmanager front end code from delayed startup delay to final ui startup delay,1039555.0,factor out common URL var resolution functions for app updates and gmp update/installs,factor out common url var resolution functions for app updates and gmp update installs,3,M
17427.0,1563365.0,Test new wording in first run experience around Monitor,test new wording in first run experience around monitor,1563345.0,[meta] Desktop First Run Fx 70, meta  desktop first run fx 70,3,M
51152.0,1483427.0,"Saving an invalid address/card form reverts values to the original, losing changes",saving an invalid address card form reverts values to the original  losing changes,1427951.0,[meta] Payment Request Shipping/Contact Address Add/Edit page, meta  payment request shipping contact address add edit page,3,M
18382.0,1462470.0,Update Tracking Protection section in the identity popup,update tracking protection section in the identity popup,1462471.0,Link to permission preferences from the identity popup permissions section,link to permission preferences from the identity popup permissions section,3,M
29005.0,1480504.0,Add @amazon and @google as internal search keywords,add  amazon and  google as internal search keywords,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3,M
399.0,1516329.0,[meta] Sync full history from all devices, meta  sync full history from all devices,1531224.0,History should show which devices accessed each URL.,history should show which devices accessed each url ,3,M
9315.0,1424682.0,Migrate the chrome of Preferences to the new Localization API,migrate the chrome of preferences to the new localization api,1415730.0,[tracking] Migrate Preferences to the new Localization API, tracking  migrate preferences to the new localization api,3,M
56488.0,1433233.0,Customize what data to include in Highlights,customize what data to include in highlights,1432589.0,[META] Preferences, meta  preferences,3,M
3311.0,1544564.0,[meta] Improve cert error code, meta  improve cert error code,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,3,M
6773.0,1356532.0,Try avoiding layout flushes in autocomplete::_handleOverflow,try avoiding layout flushes in autocomplete   handleoverflow,1353725.0,[meta] displaying the awesomebar panel could be smoother, meta  displaying the awesomebar panel could be smoother,3,M
20712.0,1360874.0,Self-support should wait for an idle callback before delayed initialization,self support should wait for an idle callback before delayed initialization,1363771.0,[meta] Photon - Eliminate or greatly reduce pauses that can occur randomly in front-end code, meta  photon   eliminate or greatly reduce pauses that can occur randomly in front end code,3,M
38823.0,1394457.0,Update illustration for about:sessionrestore,update illustration for about sessionrestore,1398183.0,Update copy for about:sessionrestore,update copy for about sessionrestore,3,M
28691.0,1360874.0,Self-support should wait for an idle callback before delayed initialization,self support should wait for an idle callback before delayed initialization,1354723.0,Understand what scripts in the browser front-end are run on timeouts and intervals,understand what scripts in the browser front end are run on timeouts and intervals,3,M
29357.0,1354079.0,Add permanent/'sticky' area to overflow panel (behind a pref),add permanent  sticky  area to overflow panel  behind a pref ,1352692.0,[meta] Update navigation toolbar overflow panel for Photon, meta  update navigation toolbar overflow panel for photon,3,M
18001.0,1363755.0,[meta] Photon - Tab interactions should be immediate, meta  photon   tab interactions should be immediate,1363750.0,[meta] Photon - Improve perceived UI performance in Firefox, meta  photon   improve perceived ui performance in firefox,3,M
34651.0,1361287.0,Show automigration description on the activity stream page,show automigration description on the activity stream page,1361294.0,"show ""import from other browser"" link on Activity Stream",show  import from other browser  link on activity stream,3,M
34057.0,106076.0,Win32 implementation of new RDF datasource interface,win32 implementation of new rdf datasource interface,106074.0,Helper App Management,helper app management,3,M
29253.0,1361294.0,"show ""import from other browser"" link on Activity Stream",show  import from other browser  link on activity stream,1374560.0,[UX] Manual-migration UX Spec, ux  manual migration ux spec,3,M
52605.0,1435882.0,Handle keyboard shortcuts (e.g. ESC) & focus in the Payment Request tab overlay widget,handle keyboard shortcuts  e g  esc    focus in the payment request tab overlay widget,1435884.0,Accessibility review of the Payment Request tab overlay widget,accessibility review of the payment request tab overlay widget,3,M
