,req1Id,req1,req1Product,req1Type,req2Id,req2,req2Product,req2Type,BinaryClass,MultiClass
29647,1389169,[meta] Speed up firefox frontend development workflow,Firefox,enhancement,1385452,Add a keyboard shortcut in local builds to restart the browser,Firefox,enhancement,1,requires
29648,1389169,[meta] Speed up firefox frontend development workflow,Firefox,enhancement,1388552,Restore the Browser Console window,Firefox,enhancement,1,requires
29663,1520290,Make handoff from New Tab  SAP to Awesome Bar less jarring,Firefox,enhancement,1477942,[meta] A modular re-implementation of the Awesomebar results list,Firefox,enhancement,1,requires
29683,1520326,UrlbarProviderUnifiedComplete should set context.preselected in more cases than it currently does,Firefox,enhancement,1520317,The view should respect the queryContext.preselected flag,Firefox,enhancement,1,requires
29690,1520350,Lazily load about:preferences markups from hidden panes,Firefox,enhancement,1515799,Evaluate how we can avoid slowly regressing startup time/performance by doing more construction work for custom elements than we used to do for XBL,Firefox,enhancement,1,requires
29696,1520362,Improve vendoring of Node dependencies used by Normandy client,Firefox,enhancement,1488738,Outdated and Minified JavaScript,Firefox,enhancement,1,blocks
29729,1520494,Speculative connections for the Quantum Bar,Firefox,enhancement,1514164,Identify tests failing with the Quantum Bar,Firefox,enhancement,1,requires
29734,1520494,Speculative connections for the Quantum Bar,Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,blocks
29914,1389727,"Remove ""Email Link"" toolbar button",Firefox,enhancement,1352697,[meta] Add a URL-bar based page action menu,Firefox,enhancement,1,blocks
30000,1520833,Quantumbar history results show the URL instead of the title,Firefox,enhancement,1502879,Wrap UnifiedComplete in a Provider,Firefox,enhancement,1,blocks
30014,1520907,Rename QueryContext to UrlbarQueryContext,Firefox,enhancement,1477942,[meta] A modular re-implementation of the Awesomebar results list,Firefox,enhancement,1,blocks
30032,1520973,certificate error page doesn't properly handle certificates with no valid names,Firefox,enhancement,1442203,[meta] Improve cert error pages,Firefox,enhancement,1,blocks
30179,1521490,Enable tests for QuantumBar that fail when run alongside other tests,Firefox,enhancement,1514164,Identify tests failing with the Quantum Bar,Firefox,enhancement,1,requires
30197,1521513,browser_urlbarSearchSingleWordNotification.js leaks windows until shutdown with QuantumBar tests,Firefox,enhancement,1514164,Identify tests failing with the Quantum Bar,Firefox,enhancement,1,requires
30202,1521532,browser_URLBarSetURI.js leaks windows until shutdown with QuantumBar tests,Firefox,enhancement,1514164,Identify tests failing with the Quantum Bar,Firefox,enhancement,1,requires
30205,1521534,Make urlbar mochitests use a BASE_URL provided via head.js,Firefox,enhancement,1514164,Identify tests failing with the Quantum Bar,Firefox,enhancement,1,requires
30220,1521629,Port search() to UrlbarInput.jsm,Firefox,enhancement,1480503,Create API for setting text (keyword) in and focusing on the awesomebar,Firefox,enhancement,1,blocks
30240,1521702,Hook up autofill with URL canonization,Firefox,enhancement,1512652,Implement URL canonizing via Ctrl key,Firefox,enhancement,1,requires
30243,1521702,Hook up autofill with URL canonization,Firefox,enhancement,1512648,Implement an event bufferer,Firefox,enhancement,1,blocks
30245,1521707,Make a UrlbarTestUtils.jsm helper for tests and move functions from head-common.js into it,Firefox,enhancement,1514164,Identify tests failing with the Quantum Bar,Firefox,enhancement,1,requires
30249,1521754,Add marionette test coverage for new private browsing UI with search,Firefox,enhancement,1508364,New UI for Private Browsing with Search,Firefox,enhancement,1,requires
30250,1521754,Add marionette test coverage for new private browsing UI with search,Firefox,enhancement,1501747,[META] Private Browsing with Search,Firefox,enhancement,1,blocks
30251,1521756,Enable AV MitM certificate error page by default on all channels,Firefox,enhancement,1442203,[meta] Improve cert error pages,Firefox,enhancement,1,blocks
30252,1521758,Refactor contentSearchUI.js to handle search hand-off,Firefox,enhancement,1501747,[META] Private Browsing with Search,Firefox,enhancement,1,blocks
30336,1521961,Pref Search in PBM OFF by default in 66 Release,Firefox,enhancement,1501747,[META] Private Browsing with Search,Firefox,enhancement,1,blocks
30404,1522166,Switch between light and dark icon in snippet messages,Firefox,enhancement,1510335,ASR Snippets: Provide a way to preview snippets in other themes,Firefox,enhancement,1,requires
30405,1522166,Switch between light and dark icon in snippet messages,Firefox,enhancement,1513279,[META] Snippets,Firefox,enhancement,1,blocks
30433,1522256,Add telemetry events for new content blocking UI items,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
30499,1522425,Rename MATCH_SOURCE to RESULT_SOURCE,Firefox,enhancement,1477942,[meta] A modular re-implementation of the Awesomebar results list,Firefox,enhancement,1,blocks
30500,1522426,Rename MATCH_TYPE to RESULT_TYPE,Firefox,enhancement,1477942,[meta] A modular re-implementation of the Awesomebar results list,Firefox,enhancement,1,blocks
30527,1522438,Port tests in browser/components/customizableui/ to the new address bar implementation (quantumbar),Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30561,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1520494,Speculative connections for the Quantum Bar,Firefox,enhancement,1,requires
30562,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1523356,Rename some urlbar tests to better inform what they are testing,Firefox,enhancement,1,requires
30563,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1524218,Move some more tests to run with QuantumBar,Firefox,enhancement,1,requires
30564,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1524536,"Port some tests to QuantumBar (Search Engine results, a11y label ...)",Firefox,enhancement,1,requires
30565,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1524950,Resolve backspace handling in browser_urlbarValueOnTabSwitch.js,Firefox,enhancement,1,requires
30566,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1525048,Port more tests to QuantumBar,Firefox,enhancement,1,requires
30567,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1525429,Port function for stripping unsafe protocols when pasting to QuantumBar,Firefox,enhancement,1,requires
30568,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1526815,QuantumBar: implement page up/down behavior and enable browser_autocomplete_autoselect.js,Firefox,enhancement,1,requires
30569,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1527940,Port one-off search button tests to QuantumBar,Firefox,enhancement,1,requires
30570,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1531347,Finish porting the urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30572,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1522438,Port tests in browser/components/customizableui/ to the new address bar implementation (quantumbar),Firefox,enhancement,1,blocks
30574,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1522495,Port tests in browser/components/search/ to the new address bar implementation (quantumbar),Firefox,enhancement,1,blocks
30575,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1522504,Port browser/modules/test/browser/browser_PageActions.js to the new address bar implementation (quantumbar),Firefox,enhancement,1,blocks
30577,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1522512,Port tests in browser/base/content/test/performance/ to the new address bar implementation (quantumbar),Firefox,enhancement,1,blocks
30579,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1522516,Port tests in browser/components/privatebrowsing/ to the new address bar implementation (quantumbar),Firefox,enhancement,1,blocks
30580,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1522521,Port browser_bug555767.js/browser_bug655584.js to QuantumBar (and move their location),Firefox,enhancement,1,blocks
30581,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1522530,Port tests in browser/components/sessionstore/ to the new address bar implementation (quantumbar),Firefox,enhancement,1,blocks
30583,1522495,Port tests in browser/components/search/ to the new address bar implementation (quantumbar),Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30585,1391425,Tab label jumps to fill in space of tab loading progress indicator,Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
30586,1522504,Port browser/modules/test/browser/browser_PageActions.js to the new address bar implementation (quantumbar),Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30608,1522512,Port tests in browser/base/content/test/performance/ to the new address bar implementation (quantumbar),Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30610,1522512,Port tests in browser/base/content/test/performance/ to the new address bar implementation (quantumbar),Firefox,enhancement,1528744,Port browser_urlbar_search.js / browser_urlbar_keyed_search.js to QuantumBar,Firefox,enhancement,1,blocks
30614,1522516,Port tests in browser/components/privatebrowsing/ to the new address bar implementation (quantumbar),Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30617,1522521,Port browser_bug555767.js/browser_bug655584.js to QuantumBar (and move their location),Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30621,1522522,"Show ""Switch to tab:"" and ""Extension:"" labels in the quantumbar input",Firefox,enhancement,1512653,Show the alternative text on a match hover/selection,Firefox,enhancement,1,blocks
30624,1522522,"Show ""Switch to tab:"" and ""Extension:"" labels in the quantumbar input",Firefox,enhancement,1524838,"UrlbarView: remove action labels from results while pressing an action override key (alt, shift, accel)",Firefox,enhancement,1,blocks
30635,1522530,Port tests in browser/components/sessionstore/ to the new address bar implementation (quantumbar),Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,requires
30647,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,342913,[meta] Tracking: Add full-text indexing to bookmark and/or history searches,Firefox,enhancement,1,blocks
30648,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,342917,Reindex full text of bookmarked pages as they are revisited,Firefox,enhancement,1,blocks
30649,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,342919,Include full-text search results in bookmark/history searches,Firefox,enhancement,1,blocks
30650,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,342920,Allow users to disable full-text indexing,Firefox,enhancement,1,blocks
30651,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,485747,Feature request: index bookmarked pages,Firefox,enhancement,1,similar
30652,342917,Reindex full text of bookmarked pages as they are revisited,Firefox,enhancement,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,1,requires
30653,342917,Reindex full text of bookmarked pages as they are revisited,Firefox,enhancement,342913,[meta] Tracking: Add full-text indexing to bookmark and/or history searches,Firefox,enhancement,1,blocks
30655,1522565,Create a sub-panel for cryptominers and fingerprinters,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
30657,1522565,Create a sub-panel for cryptominers and fingerprinters,Firefox,enhancement,1525856,Enable commented out tests for exceptions in browser_trackingUI_fingerprinters.js and browser_trackingUI_cryptominers.js,Firefox,enhancement,1,blocks
30658,342919,Include full-text search results in bookmark/history searches,Firefox,enhancement,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,1,requires
30659,342919,Include full-text search results in bookmark/history searches,Firefox,enhancement,342913,[meta] Tracking: Add full-text indexing to bookmark and/or history searches,Firefox,enhancement,1,blocks
30660,342920,Allow users to disable full-text indexing,Firefox,enhancement,342916,Index full text of pages as they are bookmarked,Firefox,enhancement,1,requires
30661,342920,Allow users to disable full-text indexing,Firefox,enhancement,342913,[meta] Tracking: Add full-text indexing to bookmark and/or history searches,Firefox,enhancement,1,blocks
30662,1522567,Add cryptomining and fingerprinting protection options to custom content blocking preferences,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
30746,1391646,Remove remaining round corners in preferences search bar,Firefox,enhancement,1357306,[meta] Preferences visual refresh,Firefox,enhancement,1,blocks
30852,1391704,Avoid flickering while moving tabs across windows,Firefox,enhancement,1363755,[meta] Photon - Tab interactions should be immediate,Firefox,enhancement,1,blocks
30853,1391704,Avoid flickering while moving tabs across windows,Firefox,enhancement,1363767,[meta] Photon - window interactions should be immediate,Firefox,enhancement,1,blocks
30863,1522807,Rename MATCH_GROUP to RESULT_GROUP,Firefox,enhancement,1477942,[meta] A modular re-implementation of the Awesomebar results list,Firefox,enhancement,1,blocks
30869,1522875,implement correct horizontal bars for DS lists with non-balanced rows,Firefox,enhancement,1535711,[meta] Pocket New Tab,Firefox,enhancement,1,blocks
30870,1522875,implement correct horizontal bars for DS lists with non-balanced rows,Firefox,enhancement,1514020,[META] Create a list section component for Activity Stream experiment functionality,Firefox,enhancement,1,blocks
31078,1392153,Add margin between fxa name & email and manage account shouldn't open new window,Firefox,enhancement,1357306,[meta] Preferences visual refresh,Firefox,enhancement,1,blocks
31079,1392157,Show a burst across the tab when a page has finished loading,Firefox,enhancement,1352119,Implement new tab loading/progress indicator animation,Firefox,enhancement,1,requires
31080,1392157,Show a burst across the tab when a page has finished loading,Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
31115,1523403,Add more test coverage for Discovery Stream front end,Firefox,enhancement,1531099,"Reduce CSS regressions with automation (e.g., selectors that become unused)",Firefox,enhancement,1,requires
31116,1523403,Add more test coverage for Discovery Stream front end,Firefox,enhancement,1535711,[meta] Pocket New Tab,Firefox,enhancement,1,blocks
31179,1392517,Add 2nd header to about:preferences#sync and update button string,Firefox,enhancement,1357306,[meta] Preferences visual refresh,Firefox,enhancement,1,blocks
31244,1523761,Move the syncedTabs strings from browser.dtd to fluent,Firefox,enhancement,1536633,"Add elipsis after ""Connect Another Device"" and stop relying on synced tabs string",Firefox,enhancement,1,requires
31364,1524125,[meta] Fix search aliases in quantumbar,Firefox,enhancement,1499648,Make search alias (@ token alias) formatting work with UrlbarView,Firefox,enhancement,1,requires
31365,1524125,[meta] Fix search aliases in quantumbar,Firefox,enhancement,1524714,@ by itself should show all the engine @aliases,Firefox,enhancement,1,requires
31366,1524125,[meta] Fix search aliases in quantumbar,Firefox,enhancement,1525487,"Clicking a search alias offer result should fill the alias in the input, not visit the engine's site",Firefox,enhancement,1,requires
31367,1524125,[meta] Fix search aliases in quantumbar,Firefox,enhancement,1477942,[meta] A modular re-implementation of the Awesomebar results list,Firefox,enhancement,1,blocks
31369,1393057,Remove transition from toolbar button hover state,Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
31425,1524329,Add disable cache button to devtools,Firefox,enhancement,1535711,[meta] Pocket New Tab,Firefox,enhancement,1,blocks
31430,1524386,Update descriptions in CFR template schema,Firefox,enhancement,1471328,[META] CFR Add-ons,Firefox,enhancement,1,blocks
31431,1524386,Update descriptions in CFR template schema,Firefox,enhancement,1525452,"[Export] Add Message component, visibility capping and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
31445,1393421,Clean up pocket-animation.svg,Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
31468,1524542,"Use the ""content"" payload when setting the value from an extension result",Firefox,enhancement,1524597,Document what setValueFromResult does for extension results,Firefox,enhancement,1,blocks
31574,869543,Move findbar to the top,Firefox,enhancement,248715,Avoid shifting the page when toolbars appear or disappear,Firefox,enhancement,1,requires
31588,1524948,Introduce Session Groups to allow to manage multiple sessions at the same time,Firefox,enhancement,1298912,Multiple snapshot: Perform periodic session backup and let the user restore a particular backup,Firefox,enhancement,1,requires
31589,1524948,Introduce Session Groups to allow to manage multiple sessions at the same time,Firefox,enhancement,1524955,Mark different sessions (in session group) by distinct color,Firefox,enhancement,1,requires
31590,1524948,Introduce Session Groups to allow to manage multiple sessions at the same time,Firefox,enhancement,1524959,Consider assigning different sessions to separate containers,Firefox,enhancement,1,requires
31592,1524948,Introduce Session Groups to allow to manage multiple sessions at the same time,Firefox,enhancement,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1,blocks
31596,1524950,Resolve backspace handling in browser_urlbarValueOnTabSwitch.js,Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,blocks
31597,1524955,Mark different sessions (in session group) by distinct color,Firefox,enhancement,1524948,Introduce Session Groups to allow to manage multiple sessions at the same time,Firefox,enhancement,1,blocks
31598,1524955,Mark different sessions (in session group) by distinct color,Firefox,enhancement,1528598,Allow Firefox/session managers to manage multiple sessions at the same time,Firefox,enhancement,1,blocks
31601,1524959,Consider assigning different sessions to separate containers,Firefox,enhancement,1512802,Consider allowing individual session management of containers,Firefox,enhancement,1,blocks
31602,1524959,Consider assigning different sessions to separate containers,Firefox,enhancement,1524948,Introduce Session Groups to allow to manage multiple sessions at the same time,Firefox,enhancement,1,blocks
31603,1524959,Consider assigning different sessions to separate containers,Firefox,enhancement,1528598,Allow Firefox/session managers to manage multiple sessions at the same time,Firefox,enhancement,1,blocks
31763,1394304,Support always open urlbar result in a new tab,Firefox,enhancement,1455326,"When browser.search.openintab is true, reuse current tab if it is blank",Firefox,enhancement,1,requires
31768,1394304,Support always open urlbar result in a new tab,Firefox,enhancement,1421274,browser.search.openintab preference doesn't work from the awesome bar,Firefox,enhancement,1,similar
31779,1525429,Port function for stripping unsafe protocols when pasting to QuantumBar,Firefox,enhancement,1522489,[meta] Port remaining urlbar tests to QuantumBar,Firefox,enhancement,1,blocks
31842,1394451,Update Illustration for error: connection failure,Firefox,enhancement,1358293,"[ux] error: connection failure copy,  design and illustration update",Firefox,enhancement,1,requires
31843,1394451,Update Illustration for error: connection failure,Firefox,enhancement,1351268,[meta] Photon - Update product messaging with the appropriate tone,Firefox,enhancement,1,blocks
31847,1394457,Update illustration for about:sessionrestore,Firefox,enhancement,1358915,"[ux] about:sessionrestore copy,  design and illustration update",Firefox,enhancement,1,requires
31848,1394457,Update illustration for about:sessionrestore,Firefox,enhancement,1351268,[meta] Photon - Update product messaging with the appropriate tone,Firefox,enhancement,1,blocks
31849,1394457,Update illustration for about:sessionrestore,Firefox,enhancement,1398183,Update copy for about:sessionrestore,Firefox,enhancement,1,blocks
31850,1394460,Update illustration and copy for error: invalid URL,Firefox,enhancement,1401346,Move browser/base/content/illustrations to browser/themes/shared,Firefox,enhancement,1,requires
31851,1394460,Update illustration and copy for error: invalid URL,Firefox,enhancement,1358303,"[ux] error: invalid URL copy,  design and illustration update",Firefox,enhancement,1,requires
31852,1394460,Update illustration and copy for error: invalid URL,Firefox,enhancement,1351268,[meta] Photon - Update product messaging with the appropriate tone,Firefox,enhancement,1,blocks
31853,1394462,Update illustration and copy for error: server not found,Firefox,enhancement,1358913,"[ux] error: server not found copy,  design and illustration update",Firefox,enhancement,1,requires
31854,1394462,Update illustration and copy for error: server not found,Firefox,enhancement,1351268,[meta] Photon - Update product messaging with the appropriate tone,Firefox,enhancement,1,blocks
31855,1394463,Update illustration and copy for error: insecure connection certificate error,Firefox,enhancement,1351268,[meta] Photon - Update product messaging with the appropriate tone,Firefox,enhancement,1,blocks
31918,1394609,Stop using the :not(:target) selector for download toolbar icons,Firefox,enhancement,1358998,[meta] Stop using the :not(:target) selector in SVG for the Firefox UI,Firefox,enhancement,1,blocks
31925,1394652,All Preferences components should be round corners,Firefox,enhancement,1357306,[meta] Preferences visual refresh,Firefox,enhancement,1,blocks
31965,1525856,Enable commented out tests for exceptions in browser_trackingUI_fingerprinters.js and browser_trackingUI_cryptominers.js,Firefox,enhancement,1522565,Create a sub-panel for cryptominers and fingerprinters,Firefox,enhancement,1,requires
31966,1525856,Enable commented out tests for exceptions in browser_trackingUI_fingerprinters.js and browser_trackingUI_cryptominers.js,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
31998,1525910,"QuantumBar: Pressing the down key should first go to the end of line, then open the results",Firefox,enhancement,1526815,QuantumBar: implement page up/down behavior and enable browser_autocomplete_autoselect.js,Firefox,enhancement,1,requires
32002,1394842,Download progressbar should transition between downloading states,Firefox,enhancement,1387557,Download progressbar should use fatter bar when downloading,Firefox,enhancement,1,requires
32039,870659,"Ongoing/active/current downloads should always appear first in the download manager, and finished/completed/done below",Firefox,enhancement,991121,[UX] Design - Ongoing downloads should always appear first in the download manager,Firefox,enhancement,1,requires
32040,870659,"Ongoing/active/current downloads should always appear first in the download manager, and finished/completed/done below",Firefox,enhancement,963745,Downloads panel improvements,Firefox,enhancement,1,blocks
32086,1395066,Breaking tab data collection into chunks,Firefox,enhancement,1330635,[meta] Sessionstore performance tracking,Firefox,enhancement,1,blocks
32087,1395066,Breaking tab data collection into chunks,Firefox,enhancement,1353586,_saveStateAsync shouldn't pile up on existing jank,Firefox,enhancement,1,blocks
32088,1395066,Breaking tab data collection into chunks,Firefox,enhancement,1363771,[meta] Photon - Eliminate or greatly reduce pauses that can occur randomly in front-end code,Firefox,enhancement,1,blocks
32143,1395105,Theming API - Apply the accentcolor only on tabs for Windows 7 and 8,Firefox,enhancement,1386004,Use theming API for Photon Dark and Light themes,Firefox,enhancement,1,blocks
32284,1395387,Reconcile WebExtension page actions and Photon page actions,Firefox,enhancement,1412170,Integrate WebExtension page action context menus with the Photon page action context menu,Firefox,enhancement,1,requires
32285,1395387,Reconcile WebExtension page actions and Photon page actions,Firefox,enhancement,1433223,Allow moving  WebExtension icon in address bar into or out of page action menu,Firefox,enhancement,1,requires
32286,1395387,Reconcile WebExtension page actions and Photon page actions,Firefox,enhancement,1352697,[meta] Add a URL-bar based page action menu,Firefox,enhancement,1,blocks
32287,1395387,Reconcile WebExtension page actions and Photon page actions,Firefox,enhancement,1412377,Make Screenshots use the WebExtensions page action API,Firefox,enhancement,1,blocks
32288,1395387,Reconcile WebExtension page actions and Photon page actions,Firefox,enhancement,1433223,Allow moving  WebExtension icon in address bar into or out of page action menu,Firefox,enhancement,1,similar
32327,1526817,Enable browser_autocomplete_enter_race.js for QuantumBar,Firefox,enhancement,1512648,Implement an event bufferer,Firefox,enhancement,1,requires
32455,1527213,Find a way to not use the hidden window in PerfService.jsm,Firefox,enhancement,1527219,[meta] Hidden Window clean-up,Firefox,enhancement,1,blocks
32456,1527213,Find a way to not use the hidden window in PerfService.jsm,Firefox,enhancement,1531854,Don't create the hidden window on a normal browsing session,Firefox,enhancement,1,blocks
32457,1527213,Find a way to not use the hidden window in PerfService.jsm,Firefox,enhancement,1535711,[meta] Pocket New Tab,Firefox,enhancement,1,blocks
32458,1527213,Find a way to not use the hidden window in PerfService.jsm,Firefox,enhancement,1534775,[META] Discovery Stream Performance Improvements - fx68,Firefox,enhancement,1,blocks
32462,1527219,[meta] Hidden Window clean-up,Firefox,enhancement,1527213,Find a way to not use the hidden window in PerfService.jsm,Firefox,enhancement,1,requires
32464,1527219,[meta] Hidden Window clean-up,Firefox,enhancement,1528115,Remove support for the hidden private window,Firefox,enhancement,1,requires
32465,1527219,[meta] Hidden Window clean-up,Firefox,enhancement,1531854,Don't create the hidden window on a normal browsing session,Firefox,enhancement,1,requires
32469,1527219,[meta] Hidden Window clean-up,Firefox,enhancement,1527049,Remove ScrollerSampler.jsm (dead code),Firefox,enhancement,1,requires
32470,1527219,[meta] Hidden Window clean-up,Firefox,enhancement,1528108,Drop support for PageThumbUtils.createCanvas with null window,Firefox,enhancement,1,requires
32544,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1531596,[Context Menu] Bookmarked or Save to Pocket story loses Remove Bookmark or Archive/Delete From Pocket on browser restart,Firefox,enhancement,1,blocks
32545,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1512725,[META] Pocket + New Tab MVP 66/67,Firefox,enhancement,1,blocks
32546,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1527500,[Context Menu] Implement Save to Pocket and bookmark menu option inside pocket new tab,Firefox,enhancement,1,blocks
32547,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1529983,[Context Menu] In Pocket New Tab handle edge cases when there are no stories to show,Firefox,enhancement,1,blocks
32548,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1531585,[Context Menu] Implement dismiss a story menu option inside pocket new tab,Firefox,enhancement,1,blocks
32549,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1531587,[Context Menu]  Implement bookmark menu option inside pocket new tab,Firefox,enhancement,1,blocks
32550,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1533832,"[Export] Add CFR Pin Tab, Discovery dark theme and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
32557,610165,Page info statistic on how much memory a tab is using,Firefox,enhancement,646384,Feature request: Measure resources consumed by each tab,Firefox,enhancement,1,similar
32734,1527917,Enable cryptomining and fingerprinting blocking options in about:preferences,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
32771,1527946,QuantumBar: Input value doesn't update when cycling through results until no result is selected,Firefox,enhancement,1527940,Port one-off search button tests to QuantumBar,Firefox,enhancement,1,requires
32774,1527946,QuantumBar: Input value doesn't update when cycling through results until no result is selected,Firefox,enhancement,1527260,Integrate one off buttons into keyboard navigation,Firefox,enhancement,1,blocks
32828,1003738,[UX] Show http/https indicator for each item in downloads window,Firefox,enhancement,1194739,Show http/https indicator for each item in downloads window,Firefox,enhancement,1,blocks
32910,348755,No Context Menu For SVG,Firefox,enhancement,1235179,Add ability to save inline/embedded SVG as an image,Firefox,enhancement,1,blocks
32941,1397365,Set nodefaultsrc on the initial browser,Firefox,enhancement,1401846,Fix the race condition between tabbrowser and tabbox constructors,Firefox,enhancement,1,requires
32942,1397365,Set nodefaultsrc on the initial browser,Firefox,enhancement,1363767,[meta] Photon - window interactions should be immediate,Firefox,enhancement,1,blocks
32943,1397365,Set nodefaultsrc on the initial browser,Firefox,enhancement,1362774,Don't create about:blank for the initial browser,Firefox,enhancement,1,blocks
32948,1397393,Theming API - Make transitioning between 2 themes with a dynamic theme smooth,Firefox,enhancement,1402478,Transitions between themes using the theme selector,Firefox,enhancement,1,similar
32955,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1407596,customizeMode.autoHideDownloadsButton.label string landed for bug 1397447 has misleading label,Firefox,enhancement,1,requires
32956,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1410445,"[ux] ""Remove from Toolbar"" for the Downloads button may be confused with ""Clear Preview Panel""",Firefox,enhancement,1,requires
32957,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1452970,"Add ""auto-hide"" option to Download toolbar icon context menu",Firefox,enhancement,1,requires
32958,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1,blocks
32959,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1387512,[Meta] Photon Structure QA Tracking Bug,Firefox,enhancement,1,blocks
32960,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1387557,Download progressbar should use fatter bar when downloading,Firefox,enhancement,1,blocks
32961,1397447,"Automatically hide/show the downloads button by default, providing an option to have it permanently visible",Firefox,enhancement,1371765,Only show the downloads button when necessary,Firefox,enhancement,1,blocks
32971,1528598,Allow Firefox/session managers to manage multiple sessions at the same time,Firefox,enhancement,1298912,Multiple snapshot: Perform periodic session backup and let the user restore a particular backup,Firefox,enhancement,1,requires
32972,1528598,Allow Firefox/session managers to manage multiple sessions at the same time,Firefox,enhancement,1524955,Mark different sessions (in session group) by distinct color,Firefox,enhancement,1,requires
